A,B
http://dbpedia.org/resource/Anton_Rodgers,http://shakespeare.acropolis.org.uk/people/Anton+Rodgers
http://dbpedia.org/resource/Anthony_Valentine,http://shakespeare.acropolis.org.uk/people/Anthony+Valentine
http://dbpedia.org/resource/Lindsey_Coulson,http://shakespeare.acropolis.org.uk/people/Lindsey+Coulson
http://dbpedia.org/resource/Jeffrey_Holland,http://shakespeare.acropolis.org.uk/people/Jeffrey+Holland
http://dbpedia.org/resource/John_Normington,http://shakespeare.acropolis.org.uk/people/John+Normington
http://dbpedia.org/resource/Joanna_David,http://shakespeare.acropolis.org.uk/people/Joanna+David
http://dbpedia.org/resource/Geoffrey_Lewis_(actor),http://shakespeare.acropolis.org.uk/people/Geoffrey+Lewis
http://dbpedia.org/resource/Darien_Angadi,http://shakespeare.acropolis.org.uk/people/Darien+Angadi
http://dbpedia.org/resource/Michael_Deacon,http://shakespeare.acropolis.org.uk/people/Michael+Deacon
http://dbpedia.org/resource/Sophie_Thompson,http://shakespeare.acropolis.org.uk/people/Sophie+Thompson
http://dbpedia.org/resource/Brewster_Mason,http://shakespeare.acropolis.org.uk/people/Brewster+Mason
http://dbpedia.org/resource/Peter_Tuddenham,http://shakespeare.acropolis.org.uk/people/Peter+Tuddenham
http://dbpedia.org/resource/Tim_McMullan,http://shakespeare.acropolis.org.uk/people/Tim+McMullan
http://dbpedia.org/resource/Samantha_Bond,http://shakespeare.acropolis.org.uk/people/Samantha+Bond
http://dbpedia.org/resource/Freddie_Jones,http://shakespeare.acropolis.org.uk/people/Freddie+Jones
http://dbpedia.org/resource/Bob_Wellings,http://shakespeare.acropolis.org.uk/people/Bob+Wellings
http://dbpedia.org/resource/Amanda_Root,http://shakespeare.acropolis.org.uk/people/Amanda+Root
http://dbpedia.org/resource/Ian_Richardson,http://shakespeare.acropolis.org.uk/people/Ian+Richardson
http://dbpedia.org/resource/Andrew_Tiernan,http://shakespeare.acropolis.org.uk/people/Andrew+Tiernan
http://dbpedia.org/resource/Gillian_Elisa,http://shakespeare.acropolis.org.uk/people/Gillian+Elisa
http://dbpedia.org/resource/Garrick_Hagon,http://shakespeare.acropolis.org.uk/people/Garrick+Hagon
http://dbpedia.org/resource/Wilfrid_Brambell,http://shakespeare.acropolis.org.uk/people/Wilfrid+Brambell
http://dbpedia.org/resource/Simon_Callow,http://shakespeare.acropolis.org.uk/people/Simon+Callow
http://dbpedia.org/resource/Colin_McCormack,http://shakespeare.acropolis.org.uk/people/Colin+McCormack
http://dbpedia.org/resource/Laurence_Olivier,http://shakespeare.acropolis.org.uk/people/Laurence+Olivier
http://dbpedia.org/resource/Gabriel_Woolf,http://shakespeare.acropolis.org.uk/people/Gabriel+Woolf
http://dbpedia.org/resource/Sarah_Bernhardt,http://shakespeare.acropolis.org.uk/people/Sarah+Bernhardt
http://dbpedia.org/resource/Cyril_Luckham,http://shakespeare.acropolis.org.uk/people/Cyril+Luckham
http://dbpedia.org/resource/Geraldine_James,http://shakespeare.acropolis.org.uk/people/Geraldine+James
http://dbpedia.org/resource/Tom_Courtenay,http://shakespeare.acropolis.org.uk/people/Tom+Courtenay
http://dbpedia.org/resource/Amanda_Walker,http://shakespeare.acropolis.org.uk/people/Amanda+Walker
http://dbpedia.org/resource/Preston_Lockwood,http://shakespeare.acropolis.org.uk/people/Preston+Lockwood
http://dbpedia.org/resource/Eleanor_Bron,http://shakespeare.acropolis.org.uk/people/Eleanor+Bron
http://dbpedia.org/resource/Susan_Engel,http://shakespeare.acropolis.org.uk/people/Susan+Engel
http://dbpedia.org/resource/Nitin_Ganatra,http://shakespeare.acropolis.org.uk/people/Nitin+Ganatra
http://dbpedia.org/resource/Anne-Marie_Duff,http://shakespeare.acropolis.org.uk/people/Anne-Marie+Duff
http://dbpedia.org/resource/David_Morrissey,http://shakespeare.acropolis.org.uk/people/David+Morrissey
http://dbpedia.org/resource/Henry_Goodman,http://shakespeare.acropolis.org.uk/people/Henry+Goodman
http://dbpedia.org/resource/John_Salthouse,http://shakespeare.acropolis.org.uk/people/John+Salthouse
http://dbpedia.org/resource/Gavin_Ewart,http://shakespeare.acropolis.org.uk/people/Gavin+Ewart
http://shakespeare.acropolis.org.uk/people/David+William,http://dbpedia.org/resource/David_William
http://dbpedia.org/resource/Dorothy_Tutin,http://shakespeare.acropolis.org.uk/people/Dorothy+Tutin
http://dbpedia.org/resource/Sian_Thomas,http://shakespeare.acropolis.org.uk/people/Sian+Thomas
http://dbpedia.org/resource/Timothy_Bateson,http://shakespeare.acropolis.org.uk/people/Timothy+Bateson
http://dbpedia.org/resource/Mark_Stevenson,http://shakespeare.acropolis.org.uk/people/Mark+Stevenson
http://dbpedia.org/resource/Andy_Hockley,http://shakespeare.acropolis.org.uk/people/Andy+Hockley
http://dbpedia.org/resource/Geoffrey_Hutchings,http://shakespeare.acropolis.org.uk/people/Geoffrey+Hutchings
http://dbpedia.org/resource/Colin_McFarlane,http://shakespeare.acropolis.org.uk/people/Colin+McFarlane
http://dbpedia.org/resource/Ken_Stott,http://shakespeare.acropolis.org.uk/people/Ken+Stott
http://dbpedia.org/resource/Richard_Henders,http://shakespeare.acropolis.org.uk/people/Richard+Henders
http://dbpedia.org/resource/Gareth_Armstrong,http://shakespeare.acropolis.org.uk/people/Gareth+Armstrong
http://dbpedia.org/resource/Paul_Hilton_(actor),http://shakespeare.acropolis.org.uk/people/Paul+Hilton
http://dbpedia.org/resource/Peter_Baldwin_(actor),http://shakespeare.acropolis.org.uk/people/Peter+Baldwin
http://dbpedia.org/resource/Jasmine_Hyde,http://shakespeare.acropolis.org.uk/people/Jasmine+Hyde
http://dbpedia.org/resource/Roger_Allam,http://shakespeare.acropolis.org.uk/people/Roger+Allam
http://dbpedia.org/resource/Susan_Brown_(actor),http://shakespeare.acropolis.org.uk/people/Susan+Brown
http://dbpedia.org/resource/Ewan_Hooper,http://shakespeare.acropolis.org.uk/people/Ewan+Hooper
http://dbpedia.org/resource/Roy_Herrick,http://shakespeare.acropolis.org.uk/people/Roy+Herrick
http://dbpedia.org/resource/David_Dabydeen,http://shakespeare.acropolis.org.uk/people/David+Dabydeen
http://dbpedia.org/resource/George_Innes,http://shakespeare.acropolis.org.uk/people/George+Innes
http://dbpedia.org/resource/Anthony_Bate,http://shakespeare.acropolis.org.uk/people/Anthony+Bate
http://dbpedia.org/resource/Richard_Chamberlain,http://shakespeare.acropolis.org.uk/people/Richard+Chamberlain
http://dbpedia.org/resource/Peter_Marinker,http://shakespeare.acropolis.org.uk/people/Peter+Marinker
http://dbpedia.org/resource/Leonard_Fenton,http://shakespeare.acropolis.org.uk/people/Leonard+Fenton
http://dbpedia.org/resource/Christopher_Colquhoun,http://shakespeare.acropolis.org.uk/people/Christopher+Colquhoun
http://dbpedia.org/resource/John_Grillo,http://shakespeare.acropolis.org.uk/people/John+Grillo
http://dbpedia.org/resource/Hector_Ross,http://shakespeare.acropolis.org.uk/people/Hector+Ross
http://dbpedia.org/resource/Stephen_Greif,http://shakespeare.acropolis.org.uk/people/Stephen+Greif
http://dbpedia.org/resource/Richard_Dreyfuss,http://shakespeare.acropolis.org.uk/people/Richard+Dreyfuss
http://dbpedia.org/resource/Cleo_Laine,http://shakespeare.acropolis.org.uk/people/Cleo+Laine
http://dbpedia.org/resource/Donald_Burton,http://shakespeare.acropolis.org.uk/people/Donald+Burton
http://dbpedia.org/resource/Samuel_West,http://shakespeare.acropolis.org.uk/people/Samuel+West
http://dbpedia.org/resource/Alan_Haines,http://shakespeare.acropolis.org.uk/people/Alan+Haines
http://dbpedia.org/resource/Craig_Charles,http://shakespeare.acropolis.org.uk/people/Craig+Charles
http://dbpedia.org/resource/Ray_Winstone,http://shakespeare.acropolis.org.uk/people/Ray+Winstone
http://dbpedia.org/resource/Steve_Hodson,http://shakespeare.acropolis.org.uk/people/Steve+Hodson
http://dbpedia.org/resource/Simon_Russell_Beale,http://shakespeare.acropolis.org.uk/people/Simon+Russell+Beale
http://shakespeare.acropolis.org.uk/people/Kenneth+Farrington,http://dbpedia.org/resource/Kenneth_Farrington
http://dbpedia.org/resource/Michael_Booth,http://shakespeare.acropolis.org.uk/people/Michael+Booth
http://dbpedia.org/resource/Garard_Green,http://shakespeare.acropolis.org.uk/people/Garard+Green
http://dbpedia.org/resource/John_Abineri,http://shakespeare.acropolis.org.uk/people/John+Abineri
http://dbpedia.org/resource/Sorcha_Cusack,http://shakespeare.acropolis.org.uk/people/Sorcha+Cusack
http://dbpedia.org/resource/Bernard_Lloyd,http://shakespeare.acropolis.org.uk/people/Bernard+Lloyd
http://dbpedia.org/resource/Adjoa_Andoh,http://shakespeare.acropolis.org.uk/people/Adjoa+Andoh
http://shakespeare.acropolis.org.uk/people/David+Warner,http://dbpedia.org/resource/David_Warner_(actor)
http://dbpedia.org/resource/John_Hollis,http://shakespeare.acropolis.org.uk/people/John+Hollis
http://dbpedia.org/resource/Basil_Langton,http://shakespeare.acropolis.org.uk/people/Basil+Langton
http://dbpedia.org/resource/Oliver_Cotton,http://shakespeare.acropolis.org.uk/people/Oliver+Cotton
http://dbpedia.org/resource/Ninette_de_Valois,http://shakespeare.acropolis.org.uk/people/Ninette+de+Valois
http://dbpedia.org/resource/Michael_Goodliffe,http://shakespeare.acropolis.org.uk/people/Michael+Goodliffe
http://dbpedia.org/resource/Caspar_Wrede,http://shakespeare.acropolis.org.uk/people/Caspar+Wrede
http://dbpedia.org/resource/Becky_Simpson,http://shakespeare.acropolis.org.uk/people/Becky+Simpson
http://dbpedia.org/resource/John_Rogan_(actor),http://shakespeare.acropolis.org.uk/people/John+Rogan
http://dbpedia.org/resource/John_Bryans,http://shakespeare.acropolis.org.uk/people/John+Bryans
http://dbpedia.org/resource/Bernard_Archard,http://shakespeare.acropolis.org.uk/people/Bernard+Archard
http://dbpedia.org/resource/Keith_Drinkel,http://shakespeare.acropolis.org.uk/people/Keith+Drinkel
http://dbpedia.org/resource/Terrence_Hardiman,http://shakespeare.acropolis.org.uk/people/Terrence+Hardiman
http://dbpedia.org/resource/Philip_Voss,http://shakespeare.acropolis.org.uk/people/Philip+Voss
http://shakespeare.acropolis.org.uk/people/Frank+Williams,http://dbpedia.org/resource/Frank_Williams_(actor)
http://dbpedia.org/resource/Timothy_Walker_(actor),http://shakespeare.acropolis.org.uk/people/Timothy+Walker
http://dbpedia.org/resource/Philip_Franks,http://shakespeare.acropolis.org.uk/people/Philip+Franks
http://dbpedia.org/resource/Denise_Bryer,http://shakespeare.acropolis.org.uk/people/Denise+Bryer
http://shakespeare.acropolis.org.uk/people/Tom+Fleming,http://dbpedia.org/resource/Tom_Fleming_(actor)
http://dbpedia.org/resource/Malcolm_Tierney,http://shakespeare.acropolis.org.uk/people/Malcolm+Tierney
http://dbpedia.org/resource/Huw_Garmon,http://shakespeare.acropolis.org.uk/people/Huw+Garmon
http://dbpedia.org/resource/James_Earl_Jones,http://shakespeare.acropolis.org.uk/people/James+Earl+Jones
http://dbpedia.org/resource/Harold_Kasket,http://shakespeare.acropolis.org.uk/people/Harold+Kasket
http://dbpedia.org/resource/Inigo_Jackson,http://shakespeare.acropolis.org.uk/people/Inigo+Jackson
http://dbpedia.org/resource/Colette_O'Neil,http://shakespeare.acropolis.org.uk/people/Colette+O'Neil
http://dbpedia.org/resource/Steven_Mackintosh,http://shakespeare.acropolis.org.uk/people/Steven+Mackintosh
http://dbpedia.org/resource/Emma_Fielding,http://shakespeare.acropolis.org.uk/people/Emma+Fielding
http://dbpedia.org/resource/Jon_Laurimore,http://shakespeare.acropolis.org.uk/people/Jon+Laurimore
http://dbpedia.org/resource/Ian_Thompson_(actor),http://shakespeare.acropolis.org.uk/people/Ian+Thompson
http://dbpedia.org/resource/Juliet_Stevenson,http://shakespeare.acropolis.org.uk/people/Juliet+Stevenson
http://dbpedia.org/resource/Miriam_Margolyes,http://shakespeare.acropolis.org.uk/people/Miriam+Margolyes
http://dbpedia.org/resource/Bill_Wallis,http://shakespeare.acropolis.org.uk/people/Bill+Wallis
http://dbpedia.org/resource/Julian_Curry,http://shakespeare.acropolis.org.uk/people/Julian+Curry
http://dbpedia.org/resource/Michael_Goldie,http://shakespeare.acropolis.org.uk/people/Michael+Goldie
http://dbpedia.org/resource/Philip_Jackson_(actor),http://shakespeare.acropolis.org.uk/people/Philip+Jackson
http://dbpedia.org/resource/Barry_Lynch,http://shakespeare.acropolis.org.uk/people/Barry+Lynch
http://dbpedia.org/resource/Edward_Burnham,http://shakespeare.acropolis.org.uk/people/Edward+Burnham
http://dbpedia.org/resource/Elizabeth_Estensen,http://shakespeare.acropolis.org.uk/people/Elizabeth+Estensen
http://dbpedia.org/resource/Santiago_Cabrera,http://shakespeare.acropolis.org.uk/people/Santiago+Cabrera
http://dbpedia.org/resource/Peter-Hugo_Daly,http://shakespeare.acropolis.org.uk/people/Peter-Hugo+Daly
http://dbpedia.org/resource/Jeffery_Dench,http://shakespeare.acropolis.org.uk/people/Jeffery+Dench
http://dbpedia.org/resource/Michael_Feast,http://shakespeare.acropolis.org.uk/people/Michael+Feast
http://dbpedia.org/resource/Clive_Morton,http://shakespeare.acropolis.org.uk/people/Clive+Morton
http://dbpedia.org/resource/Nina_Sosanya,http://shakespeare.acropolis.org.uk/people/Nina+Sosanya
http://dbpedia.org/resource/Tom_Paulin,http://shakespeare.acropolis.org.uk/people/Tom+Paulin
http://dbpedia.org/resource/Tony_Jay,http://shakespeare.acropolis.org.uk/people/Tony+Jay
http://shakespeare.acropolis.org.uk/people/Jonathan+Miller,http://dbpedia.org/resource/Jonathan_Miller
http://dbpedia.org/resource/Roy_Dotrice,http://shakespeare.acropolis.org.uk/people/Roy+Dotrice
http://dbpedia.org/resource/Ben_Onwukwe,http://shakespeare.acropolis.org.uk/people/Ben+Onwukwe
http://dbpedia.org/resource/Angela_Thorne,http://shakespeare.acropolis.org.uk/people/Angela+Thorne
http://dbpedia.org/resource/Simon_Rae,http://shakespeare.acropolis.org.uk/people/Simon+Rae
http://dbpedia.org/resource/Paul_Copley,http://shakespeare.acropolis.org.uk/people/Paul+Copley
http://dbpedia.org/resource/Michael_Williams_(actor),http://shakespeare.acropolis.org.uk/people/Michael+Williams
http://dbpedia.org/resource/Emily_Richard,http://shakespeare.acropolis.org.uk/people/Emily+Richard
http://dbpedia.org/resource/Clifford_Rose,http://shakespeare.acropolis.org.uk/people/Clifford+Rose
http://dbpedia.org/resource/David_Peart,http://shakespeare.acropolis.org.uk/people/David+Peart
http://dbpedia.org/resource/Dermot_Crowley,http://shakespeare.acropolis.org.uk/people/Dermot+Crowley
http://dbpedia.org/resource/Bernard_Gallagher,http://shakespeare.acropolis.org.uk/people/Bernard+Gallagher
http://dbpedia.org/resource/Edna_Healey,http://shakespeare.acropolis.org.uk/people/Edna+Healey
http://dbpedia.org/resource/Mark_Springer,http://shakespeare.acropolis.org.uk/people/Mark+Springer
http://dbpedia.org/resource/Amanda_Barrie,http://shakespeare.acropolis.org.uk/people/Amanda+Barrie
http://dbpedia.org/resource/Phyllis_Logan,http://shakespeare.acropolis.org.uk/people/Phyllis+Logan
http://dbpedia.org/resource/Madoline_Thomas,http://shakespeare.acropolis.org.uk/people/Madoline+Thomas
http://shakespeare.acropolis.org.uk/people/Michael+Thomas,http://dbpedia.org/resource/Michael_Thomas_(actor)
http://dbpedia.org/resource/Ruth_Jones,http://shakespeare.acropolis.org.uk/people/Ruth+Jones
http://dbpedia.org/resource/Roger_Hammond_(actor),http://shakespeare.acropolis.org.uk/people/Roger+Hammond
http://dbpedia.org/resource/Margaret_Tyzack,http://shakespeare.acropolis.org.uk/people/Margaret+Tyzack
http://dbpedia.org/resource/Christopher_Ravenscroft,http://shakespeare.acropolis.org.uk/people/Christopher+Ravenscroft
http://dbpedia.org/resource/Patrick_Tull,http://shakespeare.acropolis.org.uk/people/Patrick+Tull
http://dbpedia.org/resource/Jonathan_Cullen,http://shakespeare.acropolis.org.uk/people/Jonathan+Cullen
http://dbpedia.org/resource/Ernest_Hare,http://shakespeare.acropolis.org.uk/people/Ernest+Hare
http://dbpedia.org/resource/Bernard_Hepton,http://shakespeare.acropolis.org.uk/people/Bernard+Hepton
http://dbpedia.org/resource/Alice_Arnold,http://shakespeare.acropolis.org.uk/people/Alice+Arnold
http://dbpedia.org/resource/Harriet_Walter,http://shakespeare.acropolis.org.uk/people/Harriet+Walter
http://dbpedia.org/resource/Sean_Arnold,http://shakespeare.acropolis.org.uk/people/Sean+Arnold
http://dbpedia.org/resource/Michael_Benthall,http://shakespeare.acropolis.org.uk/people/Michael+Benthall
http://dbpedia.org/resource/Christopher_Good,http://shakespeare.acropolis.org.uk/people/Christopher+Good
http://dbpedia.org/resource/Alex_Jennings,http://shakespeare.acropolis.org.uk/people/Alex+Jennings
http://dbpedia.org/resource/Richard_Goolden,http://shakespeare.acropolis.org.uk/people/Richard+Goolden
http://dbpedia.org/resource/Jeffry_Wickham,http://shakespeare.acropolis.org.uk/people/Jeffry+Wickham
http://dbpedia.org/resource/Jeffrey_Segal,http://shakespeare.acropolis.org.uk/people/Jeffrey+Segal
http://dbpedia.org/resource/Johnnie_Wade,http://shakespeare.acropolis.org.uk/people/Johnnie+Wade
http://dbpedia.org/resource/Rudolph_Walker,http://shakespeare.acropolis.org.uk/people/Rudolph+Walker
http://dbpedia.org/resource/Christopher_Timothy,http://shakespeare.acropolis.org.uk/people/Christopher+Timothy
http://dbpedia.org/resource/Glen_Murphy,http://shakespeare.acropolis.org.uk/people/Glen+Murphy
http://shakespeare.acropolis.org.uk/people/Alan+Bennett,http://dbpedia.org/resource/Alan_Bennett
http://dbpedia.org/resource/Geoffrey_Palmer_(actor),http://shakespeare.acropolis.org.uk/people/Geoffrey+Palmer
http://dbpedia.org/resource/Vanessa_Redgrave,http://shakespeare.acropolis.org.uk/people/Vanessa+Redgrave
http://dbpedia.org/resource/Alan_Badel,http://shakespeare.acropolis.org.uk/people/Alan+Badel
http://dbpedia.org/resource/Malcolm_McFee,http://shakespeare.acropolis.org.uk/people/Malcolm+McFee
http://dbpedia.org/resource/Andrew_Hilton,http://shakespeare.acropolis.org.uk/people/Andrew+Hilton
http://dbpedia.org/resource/Edith_MacArthur,http://shakespeare.acropolis.org.uk/people/Edith+MacArthur
http://dbpedia.org/resource/Michael_Robbins,http://shakespeare.acropolis.org.uk/people/Michael+Robbins
http://dbpedia.org/resource/Shantala_Shivalingappa,http://shakespeare.acropolis.org.uk/people/Shantala+Shivalingappa
http://dbpedia.org/resource/Robert_Glenister,http://shakespeare.acropolis.org.uk/people/Robert+Glenister
http://dbpedia.org/resource/Sally_Ann_Matthews,http://shakespeare.acropolis.org.uk/people/Sally+Ann+Matthews
http://dbpedia.org/resource/Anthony_Jackson_(actor),http://shakespeare.acropolis.org.uk/people/Anthony+Jackson
http://dbpedia.org/resource/Roderick_Cook,http://shakespeare.acropolis.org.uk/people/Roderick+Cook
http://dbpedia.org/resource/Mel_Smith,http://shakespeare.acropolis.org.uk/people/Mel+Smith
http://dbpedia.org/resource/Colin_Baker,http://shakespeare.acropolis.org.uk/people/Colin+Baker
http://dbpedia.org/resource/Struan_Rodger,http://shakespeare.acropolis.org.uk/people/Struan+Rodger
http://dbpedia.org/resource/Richard_Albrecht,http://shakespeare.acropolis.org.uk/people/Richard+Albrecht
http://dbpedia.org/resource/Dominic_Mafham,http://shakespeare.acropolis.org.uk/people/Dominic+Mafham
http://dbpedia.org/resource/Trader_Faulkner,http://shakespeare.acropolis.org.uk/people/Trader+Faulkner
http://dbpedia.org/resource/Douglas_Blackwell,http://shakespeare.acropolis.org.uk/people/Douglas+Blackwell
http://dbpedia.org/resource/William_Simons,http://shakespeare.acropolis.org.uk/people/William+Simons
http://dbpedia.org/resource/Sally_George,http://shakespeare.acropolis.org.uk/people/Sally+George
http://dbpedia.org/resource/Jenny_Laird,http://shakespeare.acropolis.org.uk/people/Jenny+Laird
http://dbpedia.org/resource/James_Purefoy,http://shakespeare.acropolis.org.uk/people/James+Purefoy
http://dbpedia.org/resource/John_Slater_(actor),http://shakespeare.acropolis.org.uk/people/John+Slater
http://dbpedia.org/resource/Petra_Markham,http://shakespeare.acropolis.org.uk/people/Petra+Markham
http://dbpedia.org/resource/Stacy_Keach,http://shakespeare.acropolis.org.uk/people/Stacy+Keach
http://dbpedia.org/resource/Colin_Rix,http://shakespeare.acropolis.org.uk/people/Colin+Rix
http://dbpedia.org/resource/David_Bradley_(actor),http://shakespeare.acropolis.org.uk/people/David+Bradley
http://dbpedia.org/resource/Eve_Matheson,http://shakespeare.acropolis.org.uk/people/Eve+Matheson
http://dbpedia.org/resource/Stephanie_Bidmead,http://shakespeare.acropolis.org.uk/people/Stephanie+Bidmead
http://dbpedia.org/resource/Tom_Mannion,http://shakespeare.acropolis.org.uk/people/Tom+Mannion
http://dbpedia.org/resource/Paul_Scofield,http://shakespeare.acropolis.org.uk/people/Paul+Scofield
http://dbpedia.org/resource/John_Bardon,http://shakespeare.acropolis.org.uk/people/John+Bardon
http://dbpedia.org/resource/Carole_Boyd,http://shakespeare.acropolis.org.uk/people/Carole+Boyd
http://dbpedia.org/resource/Helen_Longworth,http://shakespeare.acropolis.org.uk/people/Helen+Longworth
http://shakespeare.acropolis.org.uk/people/Richard+Johnson,http://dbpedia.org/resource/Richard_Johnson_(actor)
http://dbpedia.org/resource/Milo_O'Shea,http://shakespeare.acropolis.org.uk/people/Milo+O'Shea
http://dbpedia.org/resource/David_Brierley,http://shakespeare.acropolis.org.uk/people/David+Brierley
http://dbpedia.org/resource/Yolande_Palfrey,http://shakespeare.acropolis.org.uk/people/Yolande+Palfrey
http://dbpedia.org/resource/Lockwood_West,http://shakespeare.acropolis.org.uk/people/Lockwood+West
http://dbpedia.org/resource/Simon_Treves,http://shakespeare.acropolis.org.uk/people/Simon+Treves
http://dbpedia.org/resource/Anthony_Smee,http://shakespeare.acropolis.org.uk/people/Anthony+Smee
http://dbpedia.org/resource/Malcolm_Storry,http://shakespeare.acropolis.org.uk/people/Malcolm+Storry
http://dbpedia.org/resource/John_Alderton,http://shakespeare.acropolis.org.uk/people/John+Alderton
http://dbpedia.org/resource/Trevor_Martin,http://shakespeare.acropolis.org.uk/people/Trevor+Martin
http://dbpedia.org/resource/David_Bamber,http://shakespeare.acropolis.org.uk/people/David+Bamber
http://dbpedia.org/resource/Daphne_Anderson,http://shakespeare.acropolis.org.uk/people/Daphne+Anderson
http://dbpedia.org/resource/Geoffrey_Chater,http://shakespeare.acropolis.org.uk/people/Geoffrey+Chater
http://dbpedia.org/resource/Hywel_Bennett,http://shakespeare.acropolis.org.uk/people/Hywel+Bennett
http://dbpedia.org/resource/David_Graham_(actor),http://shakespeare.acropolis.org.uk/people/David+Graham
http://dbpedia.org/resource/Roland_Culver,http://shakespeare.acropolis.org.uk/people/Roland+Culver
http://dbpedia.org/resource/William_Dysart,http://shakespeare.acropolis.org.uk/people/William+Dysart
http://dbpedia.org/resource/Noel_Howlett,http://shakespeare.acropolis.org.uk/people/Noel+Howlett
http://dbpedia.org/resource/Millicent_Martin,http://shakespeare.acropolis.org.uk/people/Millicent+Martin
http://dbpedia.org/resource/Elizabeth_Bradley,http://shakespeare.acropolis.org.uk/people/Elizabeth+Bradley
http://dbpedia.org/resource/Peter_Howell_(actor),http://shakespeare.acropolis.org.uk/people/Peter+Howell
http://shakespeare.acropolis.org.uk/people/Robert+Lindsay,http://dbpedia.org/resource/Robert_Lindsay_(actor)
http://dbpedia.org/resource/Greg_Hicks,http://shakespeare.acropolis.org.uk/people/Greg+Hicks
http://dbpedia.org/resource/Stephen_Dartnell,http://shakespeare.acropolis.org.uk/people/Stephen+Dartnell
http://dbpedia.org/resource/Nicholas_Selby,http://shakespeare.acropolis.org.uk/people/Nicholas+Selby
http://dbpedia.org/resource/Louise_Lombard,http://shakespeare.acropolis.org.uk/people/Louise+Lombard
http://dbpedia.org/resource/George_Murdock_(actor),http://shakespeare.acropolis.org.uk/people/George+Murdock
http://shakespeare.acropolis.org.uk/people/Arthur+Cox,http://dbpedia.org/resource/Arthur_Cox_(actor)
http://dbpedia.org/resource/Peter_Gunn_(actor),http://shakespeare.acropolis.org.uk/people/Peter+Gunn
http://dbpedia.org/resource/Patrick_Barlow,http://shakespeare.acropolis.org.uk/people/Patrick+Barlow
http://dbpedia.org/resource/Hakeem_Kae-Kazim,http://shakespeare.acropolis.org.uk/people/Hakeem+Kae-Kazim
http://dbpedia.org/resource/Peggy_Thorpe-Bates,http://shakespeare.acropolis.org.uk/people/Peggy+Thorpe-Bates
http://dbpedia.org/resource/Kenneth_Haigh,http://shakespeare.acropolis.org.uk/people/Kenneth+Haigh
http://dbpedia.org/resource/Toby_Jones,http://shakespeare.acropolis.org.uk/people/Toby+Jones
http://dbpedia.org/resource/Christian_Rodska,http://shakespeare.acropolis.org.uk/people/Christian+Rodska
http://dbpedia.org/resource/Kenneth_Tynan,http://shakespeare.acropolis.org.uk/people/Kenneth+Tynan
http://dbpedia.org/resource/David_Horne_(actor),http://shakespeare.acropolis.org.uk/people/David+Horne
http://dbpedia.org/resource/Ralph_Michael,http://shakespeare.acropolis.org.uk/people/Ralph+Michael
http://dbpedia.org/resource/Jonathan_Goldstein_(actor),http://shakespeare.acropolis.org.uk/people/Jonathan+Goldstein
http://dbpedia.org/resource/Susannah_York,http://shakespeare.acropolis.org.uk/people/Susannah+York
http://dbpedia.org/resource/Stephen_Garlick,http://shakespeare.acropolis.org.uk/people/Stephen+Garlick
http://dbpedia.org/resource/Stanley_Lebor,http://shakespeare.acropolis.org.uk/people/Stanley+Lebor
http://dbpedia.org/resource/Grace_Nichols,http://shakespeare.acropolis.org.uk/people/Grace+Nichols
http://dbpedia.org/resource/Barbara_Mitchell,http://shakespeare.acropolis.org.uk/people/Barbara+Mitchell
http://dbpedia.org/resource/Anne_Stallybrass,http://shakespeare.acropolis.org.uk/people/Anne+Stallybrass
http://dbpedia.org/resource/Steven_Berkoff,http://shakespeare.acropolis.org.uk/people/Steven+Berkoff
http://dbpedia.org/resource/Patricia_Morison,http://shakespeare.acropolis.org.uk/people/Patricia+Morison
http://dbpedia.org/resource/Gary_Watson,http://shakespeare.acropolis.org.uk/people/Gary+Watson
http://dbpedia.org/resource/Eric_Richard,http://shakespeare.acropolis.org.uk/people/Eric+Richard
http://dbpedia.org/resource/Donald_Sutherland,http://shakespeare.acropolis.org.uk/people/Donald+Sutherland
http://dbpedia.org/resource/Michael_N._Harbour,http://shakespeare.acropolis.org.uk/people/Michael+N.+Harbour
http://dbpedia.org/resource/Robert_Powell,http://shakespeare.acropolis.org.uk/people/Robert+Powell
http://dbpedia.org/resource/Alison_Steadman,http://shakespeare.acropolis.org.uk/people/Alison+Steadman
http://dbpedia.org/resource/Geoffrey_Whitehead,http://shakespeare.acropolis.org.uk/people/Geoffrey+Whitehead
http://dbpedia.org/resource/Oscar_James,http://shakespeare.acropolis.org.uk/people/Oscar+James
http://shakespeare.acropolis.org.uk/people/Jack+Gold,http://dbpedia.org/resource/Jack_Gold
http://dbpedia.org/resource/Patrick_Wymark,http://shakespeare.acropolis.org.uk/people/Patrick+Wymark
http://dbpedia.org/resource/Maya_Angelou,http://shakespeare.acropolis.org.uk/people/Maya+Angelou
http://dbpedia.org/resource/Geoffrey_Hinsliff,http://shakespeare.acropolis.org.uk/people/Geoffrey+Hinsliff
http://dbpedia.org/resource/Karl_Johnson,http://shakespeare.acropolis.org.uk/people/Karl+Johnson
http://dbpedia.org/resource/Bruce_Alexander_(actor),http://shakespeare.acropolis.org.uk/people/Bruce+Alexander
http://dbpedia.org/resource/Gerald_Kyd,http://shakespeare.acropolis.org.uk/people/Gerald+Kyd
http://dbpedia.org/resource/Gerard_McSorley,http://shakespeare.acropolis.org.uk/people/Gerard+McSorley
