Programme Number,Cast or Crew?,Person/Group Name,Role,Person/Group URI
LDPY012K,cast,Nicholas Farrell,Antonio,http://shakespeare.acropolis.org.uk/people/Nicholas+Farrell
LDPY012K,cast,Sidney Livingstone,Captain,http://shakespeare.acropolis.org.uk/people/Sidney+Livingstone
LDPY012K,cast,Ben Kingsley,Feste,http://dbpedia.org/resource/Ben_Kingsley
LDPY012K,cast,James Walker,Priest,http://shakespeare.acropolis.org.uk/people/James+Walker
LDPY012K,cast,Helena Bonham Carter,Olivia,http://shakespeare.acropolis.org.uk/people/Helena+Bonham-Carter
LDPY012K,cast,Nigel Hawthorne,Malvolio,http://dbpedia.org/resource/Nigel_Hawthorne
LDPY012K,cast,Mel Smith,Sir Toby Belch,http://shakespeare.acropolis.org.uk/people/Mel+Smith
LDPY012K,cast,Imelda Staunton,Maria,http://dbpedia.org/resource/Imelda_Staunton
LDPY012K,cast,Toby Stephens,Orsino,http://shakespeare.acropolis.org.uk/people/Toby+Stephens
LDPY012K,cast,Alan Mitchell,Valentine,http://shakespeare.acropolis.org.uk/people/Alan+Mitchell
LDPY012K,cast,Peter Gunn,Fabian,http://dbpedia.org/resource/Imelda_Staunton
LDPY012K,cast,Richard E. Grant,Sir Andrew Aguecheek,http://shakespeare.acropolis.org.uk/people/Richard+E.+Grant
LDPY012K,cast,Tim Bentinck,First Officer,http://shakespeare.acropolis.org.uk/people/Tim+Bentinck
LDPY012K,cast,Rod Culbertson,Second Officer,http://shakespeare.acropolis.org.uk/people/Rod+Culbertson
LDPY012K,cast,Jeff Hall,Gardener,http://shakespeare.acropolis.org.uk/people/Jeff+Hall
LDSE945W,cast,Tom Wilkinson,Duke Vincentio,http://dbpedia.org/resource/Tom_Wilkinson
LDSE945W,cast,Corin Redgrave,Angelo,http://dbpedia.org/resource/Corin_Redgrave
LDSE945W,cast,Juliet Aubrey,Isabella,http://dbpedia.org/resource/Juliet_Aubrey
LDSE945W,cast,Ian Bannen,Provost,http://shakespeare.acropolis.org.uk/people/Ian+Bannen
LDSE945W,cast,Romy Baskerville,Francisca,http://shakespeare.acropolis.org.uk/people/Romy+Baskerville
LDSE945W,cast,Geoffrey Beevers,Friar Thomas,http://dbpedia.org/resource/Geoffrey_Beevers
LDSE945W,cast,David Bradley,Barnardine,http://shakespeare.acropolis.org.uk/people/Ian+Bannen
LDSE945W,cast,Robert Demeger,Abhorson,http://shakespeare.acropolis.org.uk/people/Robert+Demeger
LDSE945W,cast,Rob Edwards,Lucio,http://dbpedia.org/resource/Rob_Edwards_(actor)
LDSE945W,cast,Sally George,Juliet,http://shakespeare.acropolis.org.uk/people/Sally+George
LDSE945W,cast,Henry Goodman,Pompey,http://shakespeare.acropolis.org.uk/people/Henry+Goodman
LDSE945W,cast,Kristin Hewson,Kate,http://shakespeare.acropolis.org.uk/people/Kristin+Hewson
LDSE945W,cast,Darlene Johnson,Pa,http://shakespeare.acropolis.org.uk/people/Darlene+Johnson
LDSE945W,cast,Sue Johnston,Mistress Overdone,http://shakespeare.acropolis.org.uk/people/Sue+Johnston
LDSE945W,cast,Margot Leicester,Mariana,http://shakespeare.acropolis.org.uk/people/Margot+Leicester
LDSE945W,cast,Ben Miles,Claudio,http://shakespeare.acropolis.org.uk/people/Ben+Miles
LDSE945W,cast,David Waller,Escalus,http://dbpedia.org/resource/David_Waller
LDXA098P,cast,Rupert Graves,William Shakespeare,http://dbpedia.org/resource/Rupert_Graves
LDXA098P,cast,Tom Sturridge,William Herbert,http://shakespeare.acropolis.org.uk/people/Tom+Sturridge
LDXA098P,cast,Indira Varma,Lucie,http://shakespeare.acropolis.org.uk/people/Indira+Varma
LDXA098P,cast,Zoe Wanamaker,Countess of Pembroke,http://dbpedia.org/resource/Zoë_Wanamaker
LDXA098P,cast,Anna Chancellor,Anne Hathaway,http://shakespeare.acropolis.org.uk/people/Anna+Chancellor
LDXA098P,cast,Andrew Tiernan,Ben Jonson,http://shakespeare.acropolis.org.uk/people/Andrew+Tiernan
LDXA098P,cast,Nicky Henson,John Shakespeare,http://dbpedia.org/resource/Nicky_Henson
LDXA098P,cast,Alan Williams,George Wilkins,http://shakespeare.acropolis.org.uk/people/Alan+Williams
LDXA098P,cast,Nicholas Rowe,Richard Burbage,http://shakespeare.acropolis.org.uk/people/Andrew+Tiernan
LDXA098P,cast,John Voce,William Kemp,http://shakespeare.acropolis.org.uk/people/John+Voce
LDXA098P,cast,Tom Hiddleston,John Hall,http://shakespeare.acropolis.org.uk/people/Tom+Hiddleston
LDXA098P,cast,Christopher Fairbank,Physician,http://shakespeare.acropolis.org.uk/people/Christopher+Fairbank
LDXA098P,cast,Ian Hughes,Thomas Thorpe,http://shakespeare.acropolis.org.uk/people/Ian+Hughes
LDXA098P,cast,Clem Tibber,Hamnet Shakespeare,http://shakespeare.acropolis.org.uk/people/Clem+Tibber
LDXA098P,cast,Tom Mison,Young Blood,http://shakespeare.acropolis.org.uk/people/Tom+Mison
LDXA098P,cast,Lucy Brooks,Drab,http://shakespeare.acropolis.org.uk/people/Lucy+Brooks
LDXA098P,cast,Josh Cole,Man Kicking Drab,http://shakespeare.acropolis.org.uk/people/Josh+Cole
LDXA098P,cast,Mark Bagnall,Pembroke's Servant,http://shakespeare.acropolis.org.uk/people/Mark+Bagnall
LDXA098P,cast,Camilla Arfwedson,Lucie's Maid,http://shakespeare.acropolis.org.uk/people/Camilla+Arfwedson
LDXA098P,cast,James Fiddy,Servant,http://shakespeare.acropolis.org.uk/people/James+Fiddy
LDXA098P,cast,Michelle Finch,House Maid,http://shakespeare.acropolis.org.uk/people/Michelle+Finch
LDXA098P,cast,Rasmus Hardiker,Ned Bounty,http://shakespeare.acropolis.org.uk/people/Rasmus+Hardiker
LDXA098P,cast,Joanne McCallin,Street Hoare,http://shakespeare.acropolis.org.uk/people/Joanne+McCallin
LDXA098P,cast,Nigel Martin Davey,The Market Seller,http://shakespeare.acropolis.org.uk/people/Nigel+Martin+Davey
LDXA211E,cast,Shirley Henderson,Kate Minola,http://dbpedia.org/resource/Shirley_Henderson
LDXA211E,cast,David Mitchell,Tim Agnew,http://dbpedia.org/resource/David_Mitchell_(actor)
LDXA211E,cast,Simon Chandler,John Naps,http://dbpedia.org/resource/Simon_Chandler
LDXA211E,cast,Jaime Murray,Bianca Minola,http://dbpedia.org/resource/Jaime_Murray
LDXA211E,cast,Federico Zanni,Tranio,http://shakespeare.acropolis.org.uk/people/Federico+Zanni
LDXA211E,cast,Santiago Cabrera,Lucentio,http://shakespeare.acropolis.org.uk/people/Santiago+Cabrera
LDXA211E,cast,Stephen Tompkinson,Harry,http://dbpedia.org/resource/Stephen_Tompkinson
LDXA211E,cast,Twiggy,Mrs. Minola,http://dbpedia.org/resource/Twiggy
LDXA211E,cast,Yves Aubert,French Waiter,http://dbpedia.org/resource/Yves_Aubert
LDXA211E,cast,Rufus Sewell,Petruchio,http://dbpedia.org/resource/Rufus_Sewell
LDXA211E,cast,Paul McNeilly,Scary Yob,http://shakespeare.acropolis.org.uk/people/Paul+McNeilly
LDXA211E,cast,Samuel Oatley,Journalist,http://shakespeare.acropolis.org.uk/people/Samuel+Oatley
LDXA211E,cast,Bruce Mackinnon,Vicar,http://dbpedia.org/resource/Bruce_Mackinnon
LDXA211E,cast,Kate Russell-Smith,Elaine,http://shakespeare.acropolis.org.uk/people/Kate+Russell-Smith
LDXA211E,cast,David Weber,Barman,http://shakespeare.acropolis.org.uk/people/David+Weber
LDXA211E,cast,Addoloraca Romano,Italian Lady,http://shakespeare.acropolis.org.uk/people/Addoloraca+Romano
LDXA211E,cast,Alex Giannini,Vincentio Bentivoli,http://shakespeare.acropolis.org.uk/people/Alex+Giannini
LDXA211E,cast,Kish Sharma,Lawyer,http://shakespeare.acropolis.org.uk/people/Kish+Sharma
LDXA211E,cast,Peter Kelly,Translator,http://shakespeare.acropolis.org.uk/people/Peter+Kelly
LDXA211E,cast,Geoffrey Whitehead,Speaker,http://shakespeare.acropolis.org.uk/people/Geoffrey+Whitehead
LDXA212Y,cast,James McAvoy,Macbeth,http://dbpedia.org/resource/James_McAvoy
LDXA212Y,cast,Keeley Hawes,Ella Macbeth,http://dbpedia.org/resource/Keeley_Hawes
LDXA212Y,cast,Joseph Millson,Billy Banquo,http://dbpedia.org/resource/Joseph_Millson
LDXA212Y,cast,Vincent Regan,Duncan Docherty,http://shakespeare.acropolis.org.uk/people/Vincent+Regan
LDXA212Y,cast,Richard Armitage,Peter Macduff,http://shakespeare.acropolis.org.uk/people/Richard+Armitage
LDXA212Y,cast,Philip Whitchurch,Harry Gibby,http://shakespeare.acropolis.org.uk/people/Philip+Whitchurch
LDXA212Y,cast,Richard Ridings,Maurice,http://shakespeare.acropolis.org.uk/people/Richard+Ridings
LDXA212Y,cast,Ralph Ineson,Barry,http://shakespeare.acropolis.org.uk/people/Ralph+Ineson
LDXA212Y,cast,Charles Abomeli,Andy,http://shakespeare.acropolis.org.uk/people/Charles+Abomeli
LDXA212Y,cast,Toby Kebbell,Malcolm,http://dbpedia.org/resource/Toby_Kebbell
LDXA212Y,cast,Gregory Chisholm,Jonny Boy,http://shakespeare.acropolis.org.uk/people/Gregory+Chisholm
LDXA212Y,cast,Barry Ward,Roddy,http://shakespeare.acropolis.org.uk/people/Charles+Abomeli
LDXA212Y,cast,Packy Lee,Heaney,http://shakespeare.acropolis.org.uk/people/Packy+Lee
LDXA212Y,cast,Matthew Dunphy,Doyle,http://shakespeare.acropolis.org.uk/people/Matthew+Dunphy
LDXA212Y,cast,Clive Brunt,DCI Varley,http://shakespeare.acropolis.org.uk/people/Clive+Brunt
LDXA212Y,cast,Jo-Anne Stockham,Fiona Macduff,http://shakespeare.acropolis.org.uk/people/Jo-Anne+Stockham
LDXA212Y,cast,Shaban Arifi,Goran,http://shakespeare.acropolis.org.uk/people/Shaban+Arifi
LDXA212Y,cast,Ben Mars,Dragan,http://shakespeare.acropolis.org.uk/people/Ben+Mars
LDXA212Y,cast,Alan Wraxall,Marketman,http://shakespeare.acropolis.org.uk/people/Alan+Wraxall
LDXA212Y,cast,Nicole Forster,Zara Macduff,http://shakespeare.acropolis.org.uk/people/Nicole+Forster
LDXA212Y,cast,Holly Mai Leighton,Amelia Macduff,http://shakespeare.acropolis.org.uk/people/Holly+Mai+Leighton
LDXA212Y,cast,David Perkins,Freddy,http://shakespeare.acropolis.org.uk/people/David+Perkins
LDXA212Y,cast,Mark Stevenson,Howler,http://shakespeare.acropolis.org.uk/people/Mark+Stevenson
LDXA212Y,cast,Anna Hope,Duncan's PA,http://shakespeare.acropolis.org.uk/people/Anna+Hope
LDXA213S,cast,Sarah Parish,Beatrice,http://dbpedia.org/resource/Sarah_Parish
LDXA213S,cast,Damian Lewis,Benedick,http://dbpedia.org/resource/Damian_Lewis
LDXA213S,cast,Andrew Barclay,Taxi Driver,http://shakespeare.acropolis.org.uk/people/Andrew+Barclay
LDXA213S,cast,George Couyas,Waiter,http://shakespeare.acropolis.org.uk/people/George+Couyas
LDXA213S,cast,Martin Jarvis,Leonard,http://dbpedia.org/resource/Martin_Jarvis_(actor)
LDXA213S,cast,Olivia Colman,Ursula,http://shakespeare.acropolis.org.uk/people/Olivia+Colman
LDXA213S,cast,Tom Ellis,Claudio,http://dbpedia.org/resource/Tom_Ellis_(actor)
LDXA213S,cast,Derek Riddell,Don,http://shakespeare.acropolis.org.uk/people/Derek+Riddell
LDXA213S,cast,Patrick Ryecart,Keith,http://dbpedia.org/resource/Patrick_Ryecart
LDXA213S,cast,Billie Piper,Hero,http://dbpedia.org/resource/Billie_Piper
LDXA213S,cast,Nina Sosanya,Margaret,http://shakespeare.acropolis.org.uk/people/Nina+Sosanya
LDXA213S,cast,Anthony O'Donnell,Mr Berry,http://shakespeare.acropolis.org.uk/people/Anthony+O+Donnell
LDXA213S,cast,Rasmus Hardiker,Vince,http://shakespeare.acropolis.org.uk/people/Rasmus+Hardiker
LDXA213S,cast,Michael Smiley,Peter,http://shakespeare.acropolis.org.uk/people/Michael+Smiley
LDXA213S,cast,Henrietta Clemett,Girl in Club,http://shakespeare.acropolis.org.uk/people/Henrietta+Clemett
LDXA213S,cast,Loran Brown,Receptionist,http://shakespeare.acropolis.org.uk/people/Loran+Brown
LDXA213S,cast,George Potts,Vicar,http://shakespeare.acropolis.org.uk/people/George+Potts
LDXA213S,cast,Rufus Jones,Doctor,http://shakespeare.acropolis.org.uk/people/Henrietta+Clemett
LDXA213S,cast,Charon Georgette,Nurse,http://shakespeare.acropolis.org.uk/people/Charon+Georgette
LDXA214L,cast,Bill Paterson,Theo,http://dbpedia.org/resource/Bill_Paterson_(actor)
LDXA214L,cast,Imelda Staunton,Polly,http://dbpedia.org/resource/Imelda_Staunton
LDXA214L,cast,Lennie James,Oberon,http://dbpedia.org/resource/Lennie_James
LDXA214L,cast,Sharon Small,Titania,http://dbpedia.org/resource/Sharon_Small
LDXA214L,cast,Dean Lennox Kelly,Puck,http://dbpedia.org/resource/Dean_Lennox_Kelly
LDXA214L,cast,William Ash,James,http://dbpedia.org/resource/William_Ash_(actor)
LDXA214L,cast,Zoe Tapper,Hermia,http://dbpedia.org/resource/Zoe_Tapper
LDXA214L,cast,Rupert Evans,Zander,http://dbpedia.org/resource/Rupert_Evans
LDXA214L,cast,Michelle Bonnard,Helena,http://dbpedia.org/resource/Michelle_Bonnard
LDXA214L,cast,Johnny Vegas,Bottom,http://dbpedia.org/resource/Johnny_Vegas
LDXA214L,cast,Simon Day,Quince,http://dbpedia.org/resource/Simon_Day
LDXA214L,cast,Mina Anwar,Flute,http://shakespeare.acropolis.org.uk/people/Mina+Anwar
LDXA214L,cast,Ben Crompton,Snug,http://shakespeare.acropolis.org.uk/people/Ben+Crompton
LDXA214L,cast,Emmanuel Ighodaro,Snout,http://shakespeare.acropolis.org.uk/people/Emmanuel+Ighodaro
LDXA214L,cast,Andy Williams,Geoff,http://shakespeare.acropolis.org.uk/people/Andy+Williams
LDXA214L,cast,Amy Darcy,Cobweb,http://shakespeare.acropolis.org.uk/people/Amy+Darcy
LDXA214L,cast,Nick Malinowski,Moth,http://shakespeare.acropolis.org.uk/people/Nick+Malinowski
LDXA214L,cast,Qaseem Ansari,Mustardseed,http://shakespeare.acropolis.org.uk/people/Qaseem+Ansari
LDXA214L,cast,Meg Faragher,Peaseblossom,http://shakespeare.acropolis.org.uk/people/Meg+Faragher
LDXA214L,cast,Bernadette Jane Vanderkar,Swimmer,http://shakespeare.acropolis.org.uk/people/Bernadette+Jane+Vanderkar
LDXA214L,cast,Patrick Alexander,Swimming Instructor,http://shakespeare.acropolis.org.uk/people/Patrick+Alexander
LDXA214L,cast,Daniel Larner,Swimmer,http://shakespeare.acropolis.org.uk/people/Daniel+Larner
LDXA214L,cast,Russell Loten,Fancy Dress Party Guest,http://shakespeare.acropolis.org.uk/people/Russell+Loten
LDXA214L,cast,Russell Loten,Danny Zuko,http://shakespeare.acropolis.org.uk/people/Russell+Loten
LDXA214L,cast,Siobhan Ellen Williams,Swimmer,http://shakespeare.acropolis.org.uk/people/Siobhan+Ellen+Williams
LDXF055P,cast,Adrian Lester,Hamlet,http://shakespeare.acropolis.org.uk/people/Adrian+Lester
LDXF055P,cast,Jeffery Kissoon,Claudius,http://shakespeare.acropolis.org.uk/people/Jeffery+Kissoon
LDXF055P,cast,Jeffery Kissoon,Ghost,http://shakespeare.acropolis.org.uk/people/Jeffery+Kissoon
LDXF055P,cast,Natasha Parry,Gertrude,http://dbpedia.org/resource/Natasha_Parry
LDXF055P,cast,Bruce Myers,Polonius,http://shakespeare.acropolis.org.uk/people/Bruce+Myers
LDXF055P,cast,Bruce Myers,Gravedigger,http://shakespeare.acropolis.org.uk/people/Bruce+Myers
LDXF055P,cast,Scott Handy,Horatio,http://shakespeare.acropolis.org.uk/people/Scott+Handy
LDXF055P,cast,Shantala Shivalingappa,Ophelia,http://shakespeare.acropolis.org.uk/people/Shantala+Shivalingappa
LDXF055P,cast,Rohan Siva,Guildenstern,http://shakespeare.acropolis.org.uk/people/Rohan+Siva
LDXF055P,cast,Rohan Siva,Laertes,http://shakespeare.acropolis.org.uk/people/Rohan+Siva
LDXF055P,cast,Asil Rais,Rosencrantz,http://shakespeare.acropolis.org.uk/people/Asil+Rais
LDXF055P,cast,Yoshi Oida,First Player,http://shakespeare.acropolis.org.uk/people/Yoshi+Oida
LDXF055P,cast,Akram Khan,Second Player,http://shakespeare.acropolis.org.uk/people/Akram+Khan
LDXF055P,cast,Nicolas Gaster,Priest,http://shakespeare.acropolis.org.uk/people/Nicolas+Gaster
LDXF055P,cast,Antonin Stahly Viswanadhan,Osric,http://shakespeare.acropolis.org.uk/people/Antonin+Stahly+Viswanadhan
LDXF055P,cast,Jerome Grillon,Servant,http://shakespeare.acropolis.org.uk/people/Jerome+Grillon
LDXF063S,cast,Richard Eyre,Contributor,http://dbpedia.org/resource/Richard_Eyre
LDXF063S,cast,Peter Brook,Contributor,http://shakespeare.acropolis.org.uk/people/Peter+Brook
LDXF756T,cast,Mark Rylance,Vincentio,http://dbpedia.org/resource/Mark_Rylance
LDXF756T,cast,Liam Brennan,Angelo,http://shakespeare.acropolis.org.uk/people/Liam+Brennan
LDXF756T,cast,Sophie Thompson,Isabella,http://shakespeare.acropolis.org.uk/people/Sophie+Thompson
LDXF756T,cast,Michael Bertenshaw,Escalus,http://shakespeare.acropolis.org.uk/people/Michael+Bertenshaw
LDXF756T,cast,Christopher John Hall,Abhorson,http://shakespeare.acropolis.org.uk/people/Christopher+John+Hall
LDXF756T,cast,Christopher John Hall,Second Gentleman,http://shakespeare.acropolis.org.uk/people/Christopher+John+Hall
LDXF756T,cast,Christopher John Hall,Friar Peter,http://shakespeare.acropolis.org.uk/people/Christopher+John+Hall
LDXF756T,cast,Colin Hurley,Lucio,http://shakespeare.acropolis.org.uk/people/Colin+Hurley
LDXF756T,cast,Hilary Tones,Francesca,http://shakespeare.acropolis.org.uk/people/Hilary+Tones
LDXF756T,cast,Hilary Tones,Mariana,http://shakespeare.acropolis.org.uk/people/Hilary+Tones
LDXF756T,cast,Liana Weafer,Varrius,http://shakespeare.acropolis.org.uk/people/Liana+Weafer
LDXF756T,cast,Liana Weafer,Juliet,http://shakespeare.acropolis.org.uk/people/Liana+Weafer
LDXF756T,cast,Peter Shorey,Mistress Overdone,http://shakespeare.acropolis.org.uk/people/Peter+Shorey
LDXF756T,cast,Peter Shorey,Justice,http://shakespeare.acropolis.org.uk/people/Peter+Shorey
LDXF756T,cast,Roger McKern,Barnardine,http://shakespeare.acropolis.org.uk/people/Roger+McKern
LDXF756T,cast,Roger McKern,First Gentleman,http://shakespeare.acropolis.org.uk/people/Roger+McKern
LDXF756T,cast,Roger McKern,Froth,http://shakespeare.acropolis.org.uk/people/Roger+McKern
LDXF756T,cast,Roger Watkins,Friar Thomas,http://shakespeare.acropolis.org.uk/people/Roger+Watkins
LDXF756T,cast,Roger Watkins,Elbow,http://shakespeare.acropolis.org.uk/people/Roger+Watkins
LDXM194F,cast,David Bamber,Antonio,http://shakespeare.acropolis.org.uk/people/David+Bamber
LDXM194F,cast,Peter de Jersey,Salerio,http://shakespeare.acropolis.org.uk/people/Peter+de+Jersey
LDXM194F,cast,Mark Umbers,Solanio,http://shakespeare.acropolis.org.uk/people/Mark+Umbers
LDXM194F,cast,Alexander Hanson,Bassanio,http://dbpedia.org/resource/Alexander_Hanson_(actor)
LDXM194F,cast,Jack James,Lorenzo,http://shakespeare.acropolis.org.uk/people/Jack+James
LDXM194F,cast,Richard Henders,Gratiano,http://shakespeare.acropolis.org.uk/people/Richard+Henders
LDXM194F,cast,Derbhle Crotty,Portia,http://shakespeare.acropolis.org.uk/people/Derbhle+Crotty
LDXM194F,cast,Alex Kelly,Nerissa,http://shakespeare.acropolis.org.uk/people/Alex+Kelly
LDXM194F,cast,Henry Goodman,Shylock,http://shakespeare.acropolis.org.uk/people/Henry+Goodman
LDXM194F,cast,Chu Omambala,Prince of Morocco,http://shakespeare.acropolis.org.uk/people/Chu+Omambala
LDXM194F,cast,Andrew French,Launcelot Gobbo,http://shakespeare.acropolis.org.uk/people/Andrew+French
LDXM194F,cast,Oscar James,Old Gobbo,http://shakespeare.acropolis.org.uk/people/Oscar+James
LDXM194F,cast,Gabrielle Jourdan,Jessica,http://shakespeare.acropolis.org.uk/people/Gabrielle+Jourdan
LDXM194F,cast,Raymond Coulthard,Prince of Arragon,http://shakespeare.acropolis.org.uk/people/Raymond+Coulthard
LDXM194F,cast,Mark Springer,Leonardo,http://shakespeare.acropolis.org.uk/people/Mark+Springer
LDXM194F,cast,Ceri Ann Gregory,Cabaret Singer,http://shakespeare.acropolis.org.uk/people/Ceri+Ann+Gregory
LDXM194F,cast,Ceri Ann Gregory,Customers,http://shakespeare.acropolis.org.uk/people/Ceri+Ann+Gregory
LDXM194F,cast,Ceri Ann Gregory,Masquers,http://shakespeare.acropolis.org.uk/people/Ceri+Ann+Gregory
LDXM194F,cast,Ceri Ann Gregory,Servants,http://shakespeare.acropolis.org.uk/people/Ceri+Ann+Gregory
LDXM194F,cast,Ceri Ann Gregory,Courtroom Supporters of Antonio,http://shakespeare.acropolis.org.uk/people/Ceri+Ann+Gregory
LDXM194F,cast,Leigh McDonald,Cabaret Singer,http://shakespeare.acropolis.org.uk/people/Leigh+McDonald
LDXM194F,cast,Leigh McDonald,Customers,http://shakespeare.acropolis.org.uk/people/Leigh+McDonald
LDXM194F,cast,Leigh McDonald,Masquers,http://shakespeare.acropolis.org.uk/people/Leigh+McDonald
LDXM194F,cast,Leigh McDonald,Servants,http://shakespeare.acropolis.org.uk/people/Leigh+McDonald
LDXM194F,cast,Leigh McDonald,Courtroom Supporters of Antonio,http://shakespeare.acropolis.org.uk/people/Leigh+McDonald
LDXM194F,cast,Lawrence Werber,Tubal,http://shakespeare.acropolis.org.uk/people/Lawrence+Werber
LDXM194F,cast,John Nolan,Balthazar,http://shakespeare.acropolis.org.uk/people/John+Nolan
LDXM194F,cast,David Burt,Duke of Venice,http://shakespeare.acropolis.org.uk/people/David+Burt
LDXM194F,cast,Michael Wildman,Stephano,http://shakespeare.acropolis.org.uk/people/Michael+Wildman
LDXM194F,cast,Michael Wildman,Masked Man,http://shakespeare.acropolis.org.uk/people/Michael+Wildman
LDXM194F,cast,Vernon Douglas,Morocco's Manservant,http://shakespeare.acropolis.org.uk/people/Vernon+Douglas
LDXM194F,cast,Charles Millham,Video Suiter,http://shakespeare.acropolis.org.uk/people/Charles+Millham
LDXM194F,cast,David Arneil,Video Suiter,http://shakespeare.acropolis.org.uk/people/David+Arneil
LDXM194F,cast,Giles Smith,German Video Suiter,http://shakespeare.acropolis.org.uk/people/Giles+Smith
LDXM194F,cast,Patrick Baladi,Italian Video Suiter,http://shakespeare.acropolis.org.uk/people/Patrick+Baladi
