Programme Number,Cast or Crew?,Person/Group Name,Role,Person/Group URI
LDPE785B,cast,Richard O'Callaghan,Slender,http://shakespeare.acropolis.org.uk/people/Richard+O'Callaghan
LDPE785B,cast,Tenniel Evans,Sir Hugh Evans,http://dbpedia.org/resource/Tenniel_Evans
LDPE785B,cast,Bryan Marshall,George Page,http://dbpedia.org/resource/Bryan_Marshall
LDPE785B,cast,Richard Griffiths,Sir John Falstaff,http://dbpedia.org/resource/Richard_Griffiths
LDPE785B,cast,Gordon Gostelow,Bardolph,http://dbpedia.org/resource/Gordon_Gostelow
LDPE785B,cast,Nigel Terry,Pistol,http://dbpedia.org/resource/Nigel_Terry
LDPE785B,cast,Michael Robbins,Nym,http://shakespeare.acropolis.org.uk/people/Michael+Robbins
LDPE785B,cast,Miranda Foster,Anne Page,http://shakespeare.acropolis.org.uk/people/Miranda+Foster
LDPE785B,cast,Judy Davis,Mistress Ford,http://dbpedia.org/resource/Judy_Davis
LDPE785B,cast,Prunella Scales,Mistress Page,http://dbpedia.org/resource/Prunella_Scales
LDPE785B,cast,Ron Cook,Peter Simple,http://dbpedia.org/resource/Ron_Cook
LDPE785B,cast,Michael Graham Cox,Host of the Garter Inn,http://dbpedia.org/resource/Michael_Graham_Cox
LDPE785B,cast,Lee Whitlock,Robin,http://shakespeare.acropolis.org.uk/people/Lee+Whitlock
LDPE785B,cast,Elizabeth Spriggs,Mistress Quickly,http://dbpedia.org/resource/Elizabeth_Spriggs
LDPE785B,cast,John Joyce,John Rugby,http://shakespeare.acropolis.org.uk/people/John+Joyce
LDPE785B,cast,Michael Bryant,Doctor Caius,http://dbpedia.org/resource/Michael_Bryant_(actor)
LDPE785B,cast,Simon Chandler,Fenton,http://dbpedia.org/resource/Simon_Chandler
LDPE785B,cast,Ben Kingsley,Frank Ford,http://dbpedia.org/resource/Ben_Kingsley
LDPE785B,cast,Ralph Brown,John,http://dbpedia.org/resource/Michael_Bryant_(actor)
LDPE785B,cast,Peter Gordon,Robert,http://shakespeare.acropolis.org.uk/people/Peter+Gordon
LDPE785B,cast,Crispin Mair,William Page,http://shakespeare.acropolis.org.uk/people/Crispin+Mair
LDPE785B,cast,Harvey Brown,Fairy,http://shakespeare.acropolis.org.uk/people/Harvey+Brown
LDPE785B,cast,Kerry Cavalli,Fairy,http://shakespeare.acropolis.org.uk/people/Kerry+Cavalli
LDPE785B,cast,Adam Cooper,Fairy,http://shakespeare.acropolis.org.uk/people/Adam+Cooper
LDPE785B,cast,Helen Grey,Fairy,http://shakespeare.acropolis.org.uk/people/Helen+Grey
LDPE785B,cast,Simon Kemp,Fairy,http://shakespeare.acropolis.org.uk/people/Simon+Kemp
LDPE785B,cast,Wayne Phelan,Fairy,http://shakespeare.acropolis.org.uk/people/Wayne+Phelan
LDPE785B,cast,Tony Young,Fairy,http://shakespeare.acropolis.org.uk/people/Helen+Grey
LDPF941S,cast,Leonard Rossiter,King John,http://dbpedia.org/resource/Leonard_Rossiter
LDPF941S,cast,William Whymper,Chatillon,http://shakespeare.acropolis.org.uk/people/William+Whymper
LDPF941S,cast,Mary Morris,Queen Elinor,http://dbpedia.org/resource/Mary_Morris
LDPF941S,cast,Robert Brown,Earl of Pembroke,http://shakespeare.acropolis.org.uk/people/Robert+Brown
LDPF941S,cast,John Castle,Earl of Salisbury,http://dbpedia.org/resource/John_Castle
LDPF941S,cast,John Flint,Lord Bigot,http://shakespeare.acropolis.org.uk/people/John+Flint
LDPF941S,cast,John Thaw,Hubert de Burgh,http://dbpedia.org/resource/John_Thaw
LDPF941S,cast,George Costigan,"Philip, the Bastard",http://dbpedia.org/resource/George_Costigan
LDPF941S,cast,Edward Hibbert,Robert Faulconbridge,http://dbpedia.org/resource/Edward_Hibbert
LDPF941S,cast,Phyllida Law,Lady Faulconbridge,http://dbpedia.org/resource/Phyllida_Law
LDPF941S,cast,Mike Lewin,James Gurney,http://shakespeare.acropolis.org.uk/people/Mike+Lewin
LDPF941S,cast,Charles Kay,King Philip of France,http://dbpedia.org/resource/Charles_Kay
LDPF941S,cast,Jonathan Coy,"Lewis, the Dauphin",http://dbpedia.org/resource/Jonathan_Coy
LDPF941S,cast,Luc Owen,"Arthur, Duke of Britaine",http://shakespeare.acropolis.org.uk/people/Luc+Owen
LDPF941S,cast,Gorden Kaye,"Lymoges, Duke of Austria",http://dbpedia.org/resource/Gorden_Kaye
LDPF941S,cast,Claire Bloom,Constance,http://dbpedia.org/resource/Claire_Bloom
LDPF941S,cast,John Moreno,Melun,http://shakespeare.acropolis.org.uk/people/John+Moreno
LDPF941S,cast,Ian Barritt,French Herald,http://shakespeare.acropolis.org.uk/people/Ian+Barritt
LDPF941S,cast,Janet Maw,Blanch,http://shakespeare.acropolis.org.uk/people/Janet+Maw
LDPF941S,cast,Carl Oatley,English Herald,http://shakespeare.acropolis.org.uk/people/Carl+Oatley
LDPF941S,cast,Clifford Parrish,Citizen of Angiers,http://shakespeare.acropolis.org.uk/people/Clifford+Parrish
LDPF941S,cast,Richard Wordsworth,Cardinal Pandulph,http://dbpedia.org/resource/Richard_Wordsworth
LDPF941S,cast,Ian Brimble,First Executioner,http://shakespeare.acropolis.org.uk/people/Ian+Brimble
LDPF941S,cast,Ronald Chenery,English Messenger,http://shakespeare.acropolis.org.uk/people/Ronald+Chenery
LDPF941S,cast,Alan Collins,Peter of Pomfret,http://shakespeare.acropolis.org.uk/people/Alan+Collins
LDPF941S,cast,Tim Brown,French Messenger,http://shakespeare.acropolis.org.uk/people/Tim+Brown
LDPF941S,cast,Rusty Livingstone,Prince Henry,http://shakespeare.acropolis.org.uk/people/Rusty+Livingstone
LDPF941S,cast,Harry Fielder,Guard,http://shakespeare.acropolis.org.uk/people/Harry+Fielder
LDPF943F,cast,Paul Jesson,First Citizen,http://dbpedia.org/resource/Paul_Jesson
LDPF943F,cast,Ray Roberts,Second Citizen,http://shakespeare.acropolis.org.uk/people/Ray+Roberts
LDPF943F,cast,Leon Lissek,Third Citizen,http://shakespeare.acropolis.org.uk/people/Leon+Lissek
LDPF943F,cast,Jon Rumney,Fourth Citizen,http://shakespeare.acropolis.org.uk/people/Jon+Rumney
LDPF943F,cast,Russell Kilmister,Fifth Citizen,http://shakespeare.acropolis.org.uk/people/Russell+Kilmister
LDPF943F,cast,Joss Ackland,Menenius,http://dbpedia.org/resource/Joss_Ackland
LDPF943F,cast,Alan Howard,Caius Martius Coriolanus,http://dbpedia.org/resource/Alan_Howard
LDPF943F,cast,Patrick Godfrey,Cominius,http://dbpedia.org/resource/Patrick_Godfrey
LDPF943F,cast,John Rowe,First Roman Senator,http://dbpedia.org/resource/John_Rowe_(actor)
LDPF943F,cast,Peter Sands,Titus Lartius,http://shakespeare.acropolis.org.uk/people/Peter+Sands
LDPF943F,cast,John Burgess,Sicinius,http://shakespeare.acropolis.org.uk/people/John+Burgess
LDPF943F,cast,Anthony Pedley,Junius Brutus,http://shakespeare.acropolis.org.uk/people/Anthony+Pedley
LDPF943F,cast,Mike Gwilym,Aufidius,http://dbpedia.org/resource/Mike_Gwilym
LDPF943F,cast,Valentine Dyall,Adrian,http://dbpedia.org/resource/Valentine_Dyall
LDPF943F,cast,Brian Poyser,First Volscian Senator,http://shakespeare.acropolis.org.uk/people/Brian+Poyser
LDPF943F,cast,Reginald Jessup,Second Volscian Senator,http://shakespeare.acropolis.org.uk/people/Reginald+Jessup
LDPF943F,cast,Irene Worth,Volumnia,http://dbpedia.org/resource/Irene_Worth
LDPF943F,cast,Joanna McCallum,Virgilia,http://dbpedia.org/resource/Joanna_McCallum
LDPF943F,cast,Patsy Smart,Gentlewoman,http://shakespeare.acropolis.org.uk/people/Patsy+Smart
LDPF943F,cast,Heather Canning,Valeria,http://shakespeare.acropolis.org.uk/people/Heather+Canning
LDPF943F,cast,Jay Ruparelia,Roman Soldier,http://shakespeare.acropolis.org.uk/people/Jay+Ruparelia
LDPF943F,cast,Damien Franklin,Young Martius,http://shakespeare.acropolis.org.uk/people/Damien+Franklin
LDPF943F,cast,Nicholas Amer,First Aedile,http://shakespeare.acropolis.org.uk/people/Nicholas+Amer
LDPF943F,cast,Teddy Kempner,Nicanor,http://shakespeare.acropolis.org.uk/people/Teddy+Kempner
LDPF943F,cast,Stephen Finlay,Citizen of Antium,http://shakespeare.acropolis.org.uk/people/Stephen+Finlay
LDPF944A,cast,Mike Gwilym,Pericles,http://dbpedia.org/resource/Mike_Gwilym
LDPF944A,cast,Robert Ashby,Thaliard,http://shakespeare.acropolis.org.uk/people/Robert+Ashby
LDPF944A,cast,Robert Ashby,Fifth Knight,http://shakespeare.acropolis.org.uk/people/Robert+Ashby
LDPF944A,cast,John Bardon,Lord of Tyre,http://shakespeare.acropolis.org.uk/people/John+Bardon
LDPF944A,cast,John Bardon,Fisherman of Pentapolis,http://shakespeare.acropolis.org.uk/people/John+Bardon
LDPF944A,cast,John Bardon,Storm Sailor,http://shakespeare.acropolis.org.uk/people/John+Bardon
LDPF944A,cast,Peter Gordon,Lord of Tyre,http://shakespeare.acropolis.org.uk/people/Peter+Gordon
LDPF944A,cast,Peter Gordon,Pirate,http://shakespeare.acropolis.org.uk/people/Peter+Gordon
LDPF944A,cast,Iain Mitchell,Lord of Tyre,http://shakespeare.acropolis.org.uk/people/Iain+Mitchell
LDPF944A,cast,Iain Mitchell,Pirate,http://shakespeare.acropolis.org.uk/people/Iain+Mitchell
LDPF944A,cast,Patrick Godfrey,Helicanus,http://dbpedia.org/resource/Patrick_Godfrey
LDPF944A,cast,Toby Salaman,Escanes,http://www.wikidata.org/entity/Q2438234
LDPF944A,cast,Toby Salaman,Pandar,http://www.wikidata.org/entity/Q2438234
LDPF944A,cast,Norman Rodway,Cleon of Tarsus,http://dbpedia.org/resource/Norman_Rodway
LDPF944A,cast,Annette Crosbie,Dionyza,http://dbpedia.org/resource/Annette_Crosbie
LDPF944A,cast,Christopher Saul,Lord of Tarsus,http://shakespeare.acropolis.org.uk/people/Christopher+Saul
LDPF944A,cast,Christopher Saul,Fourth Knight,http://shakespeare.acropolis.org.uk/people/Christopher+Saul
LDPF944A,cast,Gordon Gostelow,Fisherman of Pentapolis,http://dbpedia.org/resource/Gordon_Gostelow
LDPF944A,cast,Richard Derrington,Fisherman of Pentapolis,http://shakespeare.acropolis.org.uk/people/Richard+Derrington
LDPF944A,cast,Richard Derrington,Gentleman of Ephesus,http://shakespeare.acropolis.org.uk/people/Richard+Derrington
LDPF944A,cast,Patrick Allen,King Simonides,http://dbpedia.org/resource/Patrick_Allen
LDPF944A,cast,Juliet Stevenson,Thaisa,http://shakespeare.acropolis.org.uk/people/Juliet+Stevenson
LDPF944A,cast,Roger Bizley,Marshal,http://shakespeare.acropolis.org.uk/people/Roger+Bizley
LDPF944A,cast,Roger Bizley,Pirate,http://shakespeare.acropolis.org.uk/people/Roger+Bizley
LDPF944A,cast,Christopher Ravenscroft,First Knight,http://shakespeare.acropolis.org.uk/people/Christopher+Ravenscroft
LDPF944A,cast,Christopher Ravenscroft,Gentleman of Ephesus,http://shakespeare.acropolis.org.uk/people/Christopher+Ravenscroft
LDPF944A,cast,Malcolm Kaye,Second Knight,http://shakespeare.acropolis.org.uk/people/Malcolm+Kaye
LDPF944A,cast,Malcolm Kaye,Storm Sailor,http://shakespeare.acropolis.org.uk/people/Malcolm+Kaye
LDPF944A,cast,Malcolm Kaye,Brothel Gentleman,http://shakespeare.acropolis.org.uk/people/Malcolm+Kaye
LDPF944A,cast,Edward Clayton,Lord of Pentapolis,http://shakespeare.acropolis.org.uk/people/Edward+Clayton
LDPF944A,cast,Edward Clayton,Philemon,http://shakespeare.acropolis.org.uk/people/Edward+Clayton
LDPF944A,cast,Stephen Oxley,Lord of Pentapolis,http://shakespeare.acropolis.org.uk/people/Stephen+Oxley
LDPF944A,cast,Stephen Oxley,Cerimon's Servant,http://shakespeare.acropolis.org.uk/people/Stephen+Oxley
LDPF944A,cast,Valerie Lush,Lychorida,http://shakespeare.acropolis.org.uk/people/Valerie+Lush
LDPF944A,cast,Clive Swift,Lord Cerimon,http://dbpedia.org/resource/Clive_Swift
LDPF944A,cast,Nick Brimble,Leonine,http://dbpedia.org/resource/Nick_Brimble
LDPF944A,cast,Amanda Redman,Marina,http://dbpedia.org/resource/Amanda_Redman
LDPF944A,cast,Trevor Peacock,Boult,http://dbpedia.org/resource/Trevor_Peacock
LDPF944A,cast,Lila Kaye,Bawd,http://shakespeare.acropolis.org.uk/people/Lila+Kaye
LDPF944A,cast,Patrick Ryecart,Lysimachus,http://dbpedia.org/resource/Patrick_Ryecart
LDPF944A,cast,Frances Kelly,Marina's Companion,http://shakespeare.acropolis.org.uk/people/Frances+Kelly
LDPF944A,cast,Elayne Sharling,The Goddess Diana,http://shakespeare.acropolis.org.uk/people/Elayne+Sharling
LDPF944A,cast,Rodney James,Dancer,http://shakespeare.acropolis.org.uk/people/Rodney+James
LDPF944A,cast,Jinty Coventry,Dancer,http://shakespeare.acropolis.org.uk/people/Jinty+Coventry
LDPF944A,cast,Mandy Demetriou,Dancer,http://shakespeare.acropolis.org.uk/people/Mandy+Demetriou
LDPF944A,cast,Chris Moppett,Dancer,http://shakespeare.acropolis.org.uk/people/Chris+Moppett
LDPF945T,cast,Frank Barrie,Sir Eglamour,http://dbpedia.org/resource/Frank_Barrie
LDPF945T,cast,Tessa Peake-Jones,Julia,http://dbpedia.org/resource/Tessa_Peake-Jones
LDPF945T,cast,Hetta Charnley,Lucetta,http://shakespeare.acropolis.org.uk/people/Hetta+Charnley
LDPF945T,cast,Tyler Butterworth,Proteus,http://dbpedia.org/resource/Tyler_Butterworth
LDPF945T,cast,John Hudson,Valentine,http://shakespeare.acropolis.org.uk/people/John+Hudson
LDPF945T,cast,Nicholas Kaby,Speed,http://shakespeare.acropolis.org.uk/people/Nicholas+Kaby
LDPF945T,cast,Michael Byrne,Antoni,http://dbpedia.org/resource/Michael_Byrne_(actor)
LDPF945T,cast,John Woodnutt,Panthino,http://dbpedia.org/resource/John_Woodnutt
LDPF945T,cast,Joanne Pearce,Silvia,http://shakespeare.acropolis.org.uk/people/Joanne+Pearce
LDPF945T,cast,Tony Haygarth,Launce,http://dbpedia.org/resource/Tony_Haygarth
LDPF945T,cast,Bella,Crab,http://shakespeare.acropolis.org.uk/people/Bella
LDPF945T,cast,David Collings,Thurio,http://dbpedia.org/resource/David_Collings
LDPF945T,cast,Paul Daneman,Duke of Milan,http://dbpedia.org/resource/Paul_Daneman
LDPF945T,cast,Daniel Flynn,Servant,http://shakespeare.acropolis.org.uk/people/Bella
LDPF945T,cast,Charlotte Richardson,Cupid,http://shakespeare.acropolis.org.uk/people/Charlotte+Richardson
LDPF945T,cast,Jonathan Taylor,Cupid,http://shakespeare.acropolis.org.uk/people/Jonathan+Taylor
LDPF945T,cast,Bill Badley,Lutenist,http://shakespeare.acropolis.org.uk/people/Bill+Badley
LDPF945T,cast,Thomas Finucane,Lutenist,http://shakespeare.acropolis.org.uk/people/Thomas+Finucane
LDPF945T,cast,Robin Jeffrey,Lutenist,http://shakespeare.acropolis.org.uk/people/Robin+Jeffrey
LDPF945T,cast,Adam Kurakin,First Outlaw,http://shakespeare.acropolis.org.uk/people/Adam+Kurakin
LDPF945T,cast,John Baxter,Second Outlaw,http://shakespeare.acropolis.org.uk/people/John+Baxter
LDPF945T,cast,Andrew Burt,Third Outlaw,http://dbpedia.org/resource/Andrew_Burt
LDPF945T,cast,Michael Graham Cox,Host,http://dbpedia.org/resource/Michael_Graham_Cox
LDPG982F,cast,Jonathan Kent,Ferdinand,http://shakespeare.acropolis.org.uk/people/Jonathan+Kent
LDPG982F,cast,King of Navarre,,http://shakespeare.acropolis.org.uk/people/King+of+Navarre
LDPG982F,cast,Christopher Blake,Longaville,http://shakespeare.acropolis.org.uk/people/Christopher+Blake
LDPG982F,cast,Geoffrey Burridge,Dumain,http://dbpedia.org/resource/Geoffrey_Burridge
LDPG982F,cast,Mike Gwilym,Berowne,http://dbpedia.org/resource/Mike_Gwilym
LDPG982F,cast,David Warner,Don Armado,http://dbpedia.org/resource/David_Warner_(actor)
LDPG982F,cast,John Kane,Moth,http://shakespeare.acropolis.org.uk/people/John+Kane
LDPG982F,cast,Paul Jesson,Costard,http://dbpedia.org/resource/Paul_Jesson
LDPG982F,cast,Frank Williams,Dull,http://dbpedia.org/resource/Frank_Williams_(actor)
LDPG982F,cast,Paddy Navin,Jaquenetta,http://shakespeare.acropolis.org.uk/people/Paddy+Navin
LDPG982F,cast,Clifford Rose,Boyet,http://shakespeare.acropolis.org.uk/people/Clifford+Rose
LDPG982F,cast,Maureen Lipman,The Princess of France,http://shakespeare.acropolis.org.uk/people/Maureen+Lipman
LDPG982F,cast,Katy Behean,Maria,http://shakespeare.acropolis.org.uk/people/Katy+Behean
LDPG982F,cast,Petra Markham,Katharine,http://shakespeare.acropolis.org.uk/people/Petra+Markham
LDPG982F,cast,Jenny Agutter,Rosaline,http://shakespeare.acropolis.org.uk/people/Jenny+Agutter
LDPG982F,cast,Jay Ruparelia,Don Adriano de Armado,http://shakespeare.acropolis.org.uk/people/Jay+Ruparelia
LDPG982F,cast,John Burgess,Sir Nathaniel,http://shakespeare.acropolis.org.uk/people/John+Burgess
LDPG982F,cast,John Wells,Holofernes,http://shakespeare.acropolis.org.uk/people/John+Wells
LDPG982F,cast,Valentine Dyall,Marcade,http://dbpedia.org/resource/Valentine_Dyall
LDPG982F,cast,Linda Kitchen,Spring,http://shakespeare.acropolis.org.uk/people/Linda+Kitchen
LDPG982F,cast,Susanna Ross,Winter,http://shakespeare.acropolis.org.uk/people/Susanna+Ross
LDPG983A,cast,Lee Montague,Leonato,http://dbpedia.org/resource/Lee_Montague
LDPG983A,cast,Tim Faulkner,Messenger,http://shakespeare.acropolis.org.uk/people/Tim+Faulkner
LDPG983A,cast,Cherie Lunghi,Beatrice,http://dbpedia.org/resource/Cherie_Lunghi
LDPG983A,cast,Katharine Levy,Hero,http://dbpedia.org/resource/Katharine_Levy
LDPG983A,cast,Jon Finch,Don Pedro,http://dbpedia.org/resource/Jon_Finch
LDPG983A,cast,Robert Lindsay,Benedick,http://dbpedia.org/resource/Robert_Lindsay_(actor)
LDPG983A,cast,Robert Reynolds,Claudio,http://shakespeare.acropolis.org.uk/people/Robert+Reynolds
LDPG983A,cast,Gordon Whiting,Antonio,http://shakespeare.acropolis.org.uk/people/Gordon+Whiting
LDPG983A,cast,Vernon Dobtcheff,Don John,http://dbpedia.org/resource/Vernon_Dobtcheff
LDPG983A,cast,Robert Gwilym,Conrade,http://dbpedia.org/resource/Robert_Gwilym
LDPG983A,cast,Tony Rohr,Borachio,http://dbpedia.org/resource/Tony_Rohr
LDPG983A,cast,Pamela Moiseiwitsch,Margaret,http://shakespeare.acropolis.org.uk/people/Pamela+Moiseiwitsch
LDPG983A,cast,Ishia Bennison,Ursula,http://shakespeare.acropolis.org.uk/people/Ishia+Bennison
LDPG983A,cast,Oz Clarke,Balthasar,http://shakespeare.acropolis.org.uk/people/Oz+Clarke
LDPG983A,cast,Ben Losh,Boy,http://shakespeare.acropolis.org.uk/people/Ben+Losh
LDPG983A,cast,Michael Elphick,Dogberry,http://dbpedia.org/resource/Michael_Elphick
LDPG983A,cast,Clive Dunn,Verges,http://dbpedia.org/resource/Clive_Dunn
LDPG983A,cast,Gorden Kaye,First Watch,http://dbpedia.org/resource/Gorden_Kaye
LDPG983A,cast,Perry Benson,Second Watch,http://shakespeare.acropolis.org.uk/people/Perry+Benson
LDPG983A,cast,Roger Frost,Member of Watch,http://shakespeare.acropolis.org.uk/people/Roger+Frost
LDPG983A,cast,Declan Mulholland,Member of Watch,http://shakespeare.acropolis.org.uk/people/Declan+Mulholland
LDPG983A,cast,Stephen Wale,Member of Watch,http://shakespeare.acropolis.org.uk/people/Stephen+Wale
LDPG983A,cast,Graham Crowden,Friar Francis,http://dbpedia.org/resource/Graham_Crowden
LDPG983A,cast,John Kidd,Sexton,http://shakespeare.acropolis.org.uk/people/John+Kidd
LDPG983A,cast,Simone Baker,Dancer,http://shakespeare.acropolis.org.uk/people/Simone+Baker
LDPG983A,cast,Jean Pierre Blanchard,Dancer,http://shakespeare.acropolis.org.uk/people/Jean+Pierre+Blanchard
LDPG983A,cast,Nicola Keen,Dancer,http://shakespeare.acropolis.org.uk/people/Nicola+Keen
LDPG983A,cast,Philippa Luce,Dancer,http://shakespeare.acropolis.org.uk/people/Philippa+Luce
LDPG983A,cast,Bryan Payne,Dancer,http://shakespeare.acropolis.org.uk/people/Bryan+Payne
LDPG983A,cast,Barbara Rhoades,Dancer,http://shakespeare.acropolis.org.uk/people/Barbara+Rhoades
LDPG983A,cast,Trevor St. John Hacker,Dancer,http://shakespeare.acropolis.org.uk/people/Trevor+St.+John+Hacker
LDPG983A,cast,Peter Salmon,Dancer,http://shakespeare.acropolis.org.uk/people/Peter+Salmon
LDPG983A,cast,Clair Symonds,Dancer,http://shakespeare.acropolis.org.uk/people/Clair+Symonds
LDPT955Y,cast,Ronald Pickup,King Henry IV,http://dbpedia.org/resource/Ronald_Pickup
LDPT955Y,cast,Jonathan Firth,Prince Henry,http://dbpedia.org/resource/Jonathan_Firth
LDPT955Y,cast,David Calder,Sir John Falstaff,http://dbpedia.org/resource/David_Calder_(actor)
LDPT955Y,cast,Rufus Sewell,Henry Percy,http://dbpedia.org/resource/Rufus_Sewell
LDPT955Y,cast,Paul Eddington,Justice Shallow,http://dbpedia.org/resource/Paul_Eddington
LDPT955Y,cast,Ashley Artus,Gilliams,http://shakespeare.acropolis.org.uk/people/Ashley+Artus
LDPT955Y,cast,Clive Kneller,Simon Shadow,http://shakespeare.acropolis.org.uk/people/Clive+Kneller
LDPT955Y,cast,Corin Redgrave,"Thomas Percy, Earl of Worcester",http://dbpedia.org/resource/Corin_Redgrave
LDPT955Y,cast,Daniel Betts,Lord John of Lancaster,http://shakespeare.acropolis.org.uk/people/Daniel+Betts
LDPT955Y,cast,Daniel Worters,Falstaff's Page,http://shakespeare.acropolis.org.uk/people/Daniel+Worters
LDPT955Y,cast,Geoffrey Hutchings,Bardolph,http://shakespeare.acropolis.org.uk/people/Geoffrey+Hutchings
LDPT955Y,cast,Graham Aggrey,Peto,http://shakespeare.acropolis.org.uk/people/Graham+Aggrey
LDPT955Y,cast,Graham Hubbard,Ralph Mouldy,http://shakespeare.acropolis.org.uk/people/Graham+Hubbard
LDPT955Y,cast,James Grout,Justice Silence,http://shakespeare.acropolis.org.uk/people/James+Grout
LDPT955Y,cast,Jane Horrocks,Doll Tearsheet,http://dbpedia.org/resource/Jane_Horrocks
LDPT955Y,cast,John Dallimore,Francis Feeble,http://shakespeare.acropolis.org.uk/people/John+Dallimore
LDPT955Y,cast,John Woodvine,Earl of Warwick,http://dbpedia.org/resource/John_Woodvine
LDPT955Y,cast,Jonathan Cullen,Poins,http://shakespeare.acropolis.org.uk/people/Jonathan+Cullen
LDPT955Y,cast,Joseph O'Conor,Earl of Northumberland,http://shakespeare.acropolis.org.uk/people/Joseph+O'Conor
LDPT955Y,cast,Josette Simon,Lady Percy,http://dbpedia.org/resource/Josette_Simon
LDPT955Y,cast,Paul Hamilton,Peter Bullcalf,http://shakespeare.acropolis.org.uk/people/Paul+Hamilton
LDPT955Y,cast,Paul Webster,Sir Richard Vernon,http://shakespeare.acropolis.org.uk/people/Paul+Webster
LDPT955Y,cast,Peter Jeffrey,Lord Chief Justice,http://dbpedia.org/resource/Peter_Jeffrey
LDPT955Y,cast,Peter-Hugo Daly,Gadshill,http://shakespeare.acropolis.org.uk/people/Peter-Hugo+Daly
LDPT955Y,cast,Roger Allam,King Richard II,http://shakespeare.acropolis.org.uk/people/Roger+Allam
LDPT955Y,cast,Simon McBurney,Pistol,http://shakespeare.acropolis.org.uk/people/Simon+McBurney
LDPT955Y,cast,Teddy Kempner,Sheriff,http://shakespeare.acropolis.org.uk/people/Teddy+Kempner
LDPT955Y,cast,Teddy Kempner,Davy,http://shakespeare.acropolis.org.uk/people/Teddy+Kempner
LDPT955Y,cast,Tim McMullan,Sir Walter Blunt,http://shakespeare.acropolis.org.uk/people/Tim+McMullan
LDPT955Y,cast,Toby Jones,Thomas Wart,http://shakespeare.acropolis.org.uk/people/Toby+Jones
LDPT955Y,cast,Tom Curly,Prince John of Lancaster,http://shakespeare.acropolis.org.uk/people/Tom+Curly
LDPT955Y,cast,Ronald Pickup,King Henry IV,http://dbpedia.org/resource/Ronald_Pickup
LDPT955Y,cast,Jonathan Firth,Prince Henry,http://dbpedia.org/resource/Jonathan_Firth
LDPT955Y,cast,David Calder,Sir John Falstaff,http://dbpedia.org/resource/David_Calder_(actor)
LDPT955Y,cast,Rufus Sewell,Henry Percy,http://dbpedia.org/resource/Rufus_Sewell
LDPT955Y,cast,Paul Eddington,Justice Shallow,http://dbpedia.org/resource/Paul_Eddington
LDPT955Y,cast,Ashley Artus,Gilliams,http://shakespeare.acropolis.org.uk/people/Ashley+Artus
LDPT955Y,cast,Clive Kneller,Simon Shadow,http://shakespeare.acropolis.org.uk/people/Clive+Kneller
LDPT955Y,cast,Corin Redgrave,"Thomas Percy, Earl of Worcester",http://dbpedia.org/resource/Corin_Redgrave
LDPT955Y,cast,Daniel Betts,Lord John of Lancaster,http://shakespeare.acropolis.org.uk/people/Daniel+Betts
LDPT955Y,cast,Daniel Worters,Falstaff's Page,http://shakespeare.acropolis.org.uk/people/Daniel+Worters
LDPT955Y,cast,Geoffrey Hutchings,Bardolph,http://shakespeare.acropolis.org.uk/people/Geoffrey+Hutchings
LDPT955Y,cast,Graham Aggrey,Peto,http://shakespeare.acropolis.org.uk/people/Graham+Aggrey
LDPT955Y,cast,Graham Hubbard,Ralph Mouldy,http://shakespeare.acropolis.org.uk/people/Graham+Hubbard
LDPT955Y,cast,James Grout,Justice Silence,http://shakespeare.acropolis.org.uk/people/James+Grout
LDPT955Y,cast,Jane Horrocks,Doll Tearsheet,http://dbpedia.org/resource/Jane_Horrocks
LDPT955Y,cast,John Dallimore,Francis Feeble,http://shakespeare.acropolis.org.uk/people/John+Dallimore
LDPT955Y,cast,John Woodvine,Earl of Warwick,http://dbpedia.org/resource/John_Woodvine
LDPT955Y,cast,Jonathan Cullen,Poins,http://shakespeare.acropolis.org.uk/people/Jonathan+Cullen
LDPT955Y,cast,Joseph O'Conor,Earl of Northumberland,http://shakespeare.acropolis.org.uk/people/Joseph+O'Conor
LDPT955Y,cast,Josette Simon,Lady Percy,http://dbpedia.org/resource/Josette_Simon
LDPT955Y,cast,Paul Hamilton,Peter Bullcalf,http://shakespeare.acropolis.org.uk/people/Paul+Hamilton
LDPT955Y,cast,Paul Webster,Sir Richard Vernon,http://shakespeare.acropolis.org.uk/people/Paul+Webster
LDPT955Y,cast,Peter Jeffrey,Lord Chief Justice,http://dbpedia.org/resource/Peter_Jeffrey
LDPT955Y,cast,Peter-Hugo Daly,Gadshill,http://shakespeare.acropolis.org.uk/people/Peter-Hugo+Daly
LDPT955Y,cast,Roger Allam,King Richard II,http://shakespeare.acropolis.org.uk/people/Roger+Allam
LDPT955Y,cast,Teddy Kempner,Davy,http://shakespeare.acropolis.org.uk/people/Teddy+Kempner
LDPT955Y,cast,Tim McMullan,Sir Walter Blunt,http://shakespeare.acropolis.org.uk/people/Tim+McMullan
LDPT955Y,cast,Toby Jones,Thomas Wart,http://shakespeare.acropolis.org.uk/people/Toby+Jones
LDPT955Y,cast,Tom Curly,Prince John of Lancaster,http://shakespeare.acropolis.org.uk/people/Tom+Curly
LDPY012K,cast,Imogen Stubbs,Viola,http://dbpedia.org/resource/Imogen_Stubbs
LDPY012K,cast,Steven Mackintosh,Sebastian,http://shakespeare.acropolis.org.uk/people/Steven+Mackintosh
